Job Title,Company Name,Date,Job Link
Customer Service Associate Full Time,Blarney Castle Oil Co.,4/4/23,https://www.linkedin.com/jobs/view/customer-service-associate-full-time-at-blarney-castle-oil-co-3556952379?refId=nJC5ILJroNIAcgp3aTAeBA%3D%3D&trackingId=59VAWo4PVlIhMqU2NWZadQ%3D%3D&position=8&pageNum=1&trk=public_jobs_jserp-result_search-card
Summer Store Management Internship,UNIQLO,4/4/23,https://www.linkedin.com/jobs/view/summer-store-management-internship-at-uniqlo-3556945825?refId=nJC5ILJroNIAcgp3aTAeBA%3D%3D&trackingId=2tuRW3FnW0WsKxfQfo8zXA%3D%3D&position=9&pageNum=1&trk=public_jobs_jserp-result_search-card
Warehouse Loader - $20.39,NAPA AUTO PARTS,4/1/23,https://www.linkedin.com/jobs/view/warehouse-loader-%2420-39-at-napa-auto-parts-3556643728?refId=nJC5ILJroNIAcgp3aTAeBA%3D%3D&trackingId=hC9VLoK4454qvd9mRgO9og%3D%3D&position=10&pageNum=1&trk=public_jobs_jserp-result_search-card
Restaurant Server,PCC Community Markets,3/25/23,https://www.linkedin.com/jobs/view/restaurant-server-at-pcc-community-markets-3556951085?refId=nJC5ILJroNIAcgp3aTAeBA%3D%3D&trackingId=evmOmz2bnfwU%2B7Zt5gyRew%3D%3D&position=11&pageNum=1&trk=public_jobs_jserp-result_search-card
Warehouse Assistant (First Shift),HD Supply,4/4/23,https://www.linkedin.com/jobs/view/warehouse-assistant-first-shift-at-hd-supply-3556961199?refId=nJC5ILJroNIAcgp3aTAeBA%3D%3D&trackingId=uGKTXFvU%2BaSFuIjLhG8J%2BA%3D%3D&position=12&pageNum=1&trk=public_jobs_jserp-result_search-card
Growth & Digital Marketing Manager,Sundae School,3/17/23,https://www.linkedin.com/jobs/view/growth-digital-marketing-manager-at-sundae-school-3556903859?refId=nJC5ILJroNIAcgp3aTAeBA%3D%3D&trackingId=%2FwHLHodqZ6QI0ogZSzRWag%3D%3D&position=13&pageNum=1&trk=public_jobs_jserp-result_search-card
Bakery - Cake Decorator,Bristol Farms,3/17/23,https://www.linkedin.com/jobs/view/bakery-cake-decorator-at-bristol-farms-3556848789?refId=nJC5ILJroNIAcgp3aTAeBA%3D%3D&trackingId=5rTvtGXW6Y3Clh34vhskkw%3D%3D&position=14&pageNum=1&trk=public_jobs_jserp-result_search-card
Cook,Food City,4/4/23,https://www.linkedin.com/jobs/view/cook-at-food-city-3556849807?refId=nJC5ILJroNIAcgp3aTAeBA%3D%3D&trackingId=Ai49%2Ffpplz9wdfJFsLkKTw%3D%3D&position=15&pageNum=1&trk=public_jobs_jserp-result_search-card
Cook,Food City,4/4/23,https://www.linkedin.com/jobs/view/cook-at-food-city-3556854000?refId=nJC5ILJroNIAcgp3aTAeBA%3D%3D&trackingId=cuML95jthnBRD2J8mdcnSg%3D%3D&position=16&pageNum=1&trk=public_jobs_jserp-result_search-card
Cashier,Food City,4/4/23,https://www.linkedin.com/jobs/view/cashier-at-food-city-3556853046?refId=nJC5ILJroNIAcgp3aTAeBA%3D%3D&trackingId=RjzUHX0a7coPdTC4uWRcnA%3D%3D&position=17&pageNum=1&trk=public_jobs_jserp-result_search-card
